Security,Price
SECURITY_A,86.7
SECURITY_A,86.75
SECURITY_A,86.88
SECURITY_A,86.73
SECURITY_A,86.81
SECURITY_A,86.84
SECURITY_A,86.9
SECURITY_A,86.85
SECURITY_A,86.89
SECURITY_A,86.79
SECURITY_A,86.85
SECURITY_A,87.06
SECURITY_A,87.03
SECURITY_A,87
SECURITY_A,86.75
SECURITY_A,86.81
SECURITY_A,86.8
SECURITY_A,86.82
SECURITY_A,86.68
SECURITY_A,86.64
SECURITY_A,86.76
SECURITY_A,86.81
SECURITY_A,86.91
SECURITY_A,86.94
SECURITY_A,86.9
SECURITY_A,86.98
SECURITY_A,87.17
SECURITY_A,87
SECURITY_A,86.99
SECURITY_A,86.98
SECURITY_A,86.99
SECURITY_A,86.98
SECURITY_A,86.98
SECURITY_A,87.15
SECURITY_A,86.97
SECURITY_A,86.92
SECURITY_A,87.05
SECURITY_A,86.92
SECURITY_A,86.94
SECURITY_A,86.9
SECURITY_A,86.85
SECURITY_A,86.86
SECURITY_A,86.65
SECURITY_A,86.72
SECURITY_A,86.63
SECURITY_A,86.61
SECURITY_A,86.86
SECURITY_A,86.69
SECURITY_A,86.68
SECURITY_A,86.69
SECURITY_A,86.71
SECURITY_A,86.83
SECURITY_A,86.82
SECURITY_A,86.72
SECURITY_A,86.85
SECURITY_A,86.86
SECURITY_A,86.87
SECURITY_A,86.75
SECURITY_A,86.68
SECURITY_A,86.59
SECURITY_A,86.54
SECURITY_A,86.55
SECURITY_A,86.5
SECURITY_A,86.32
SECURITY_A,86.24
SECURITY_A,86.13
SECURITY_A,86.01
SECURITY_A,86.04
SECURITY_A,86.07
SECURITY_A,85.93
SECURITY_A,85.78
SECURITY_A,85.7
SECURITY_A,85.76
SECURITY_A,85.81
SECURITY_A,85.83
SECURITY_A,85.75
SECURITY_A,85.76
SECURITY_A,85.82
SECURITY_A,85.78
SECURITY_A,85.84
SECURITY_A,85.86
SECURITY_A,85.77
SECURITY_A,85.87
SECURITY_A,85.86
SECURITY_A,85.75
SECURITY_A,85.73
SECURITY_A,85.73
SECURITY_A,85.74
SECURITY_A,85.67
SECURITY_A,85.57
SECURITY_A,85.52
SECURITY_A,85.63
SECURITY_A,85.56
SECURITY_A,85.44
SECURITY_A,85.29
SECURITY_A,85.3
SECURITY_A,85.2
SECURITY_A,85.26
SECURITY_A,85.27
SECURITY_A,85.28
SECURITY_A,85.19
SECURITY_A,85.14
SECURITY_A,85.19
SECURITY_A,84.98
SECURITY_A,84.96
SECURITY_A,84.96
SECURITY_A,84.81
SECURITY_A,84.69
SECURITY_A,84.75
SECURITY_A,84.65
SECURITY_A,84.52
SECURITY_A,84.52
SECURITY_A,84.53
SECURITY_A,84.58
SECURITY_A,84.46
SECURITY_A,84.5
SECURITY_A,84.6
SECURITY_A,84.66
SECURITY_A,84.54
SECURITY_A,84.72
SECURITY_A,84.63
SECURITY_A,84.58
SECURITY_A,84.61
SECURITY_A,84.71
SECURITY_A,84.69
SECURITY_A,84.78
SECURITY_A,84.78
SECURITY_A,84.83
SECURITY_A,84.77
SECURITY_A,84.9
SECURITY_A,84.95
SECURITY_A,84.95
SECURITY_A,84.84
SECURITY_A,84.95
SECURITY_A,85.16
SECURITY_A,85.23
SECURITY_A,85.04
SECURITY_A,85.06
SECURITY_A,85.04
SECURITY_A,84.9
SECURITY_A,84.9
SECURITY_A,84.98
SECURITY_A,85.15
SECURITY_A,85.38
SECURITY_A,85.5
SECURITY_A,85.47
SECURITY_A,85.38
SECURITY_A,85.43
SECURITY_A,85.51
SECURITY_A,85.42
SECURITY_A,85.33
SECURITY_A,85.33
SECURITY_A,85.43
SECURITY_A,85.4
SECURITY_A,85.29
SECURITY_A,85.24
SECURITY_A,85.25
SECURITY_A,85.35
SECURITY_A,85.28
SECURITY_A,85.29
SECURITY_A,85.36
SECURITY_A,85.35
SECURITY_A,85.32
SECURITY_A,85.25
SECURITY_A,85.27
SECURITY_A,85.21
SECURITY_A,85.06
SECURITY_A,85.26
SECURITY_A,85.27
SECURITY_A,85.36
SECURITY_A,85.25
SECURITY_A,85.27
SECURITY_A,85.42
SECURITY_A,85.33
SECURITY_A,85.2
SECURITY_A,85.15
SECURITY_A,85.07
SECURITY_A,84.96
SECURITY_A,85
SECURITY_A,84.98
SECURITY_A,85.08
SECURITY_A,84.95
SECURITY_A,85.07
SECURITY_A,85.15
SECURITY_A,85.12
SECURITY_A,85.02
SECURITY_A,84.91
SECURITY_A,84.91
SECURITY_A,84.87
SECURITY_A,84.85
SECURITY_A,84.79
SECURITY_A,84.95
SECURITY_A,84.81
SECURITY_A,84.76
SECURITY_A,84.77
SECURITY_A,84.76
SECURITY_A,84.78
SECURITY_A,84.78
SECURITY_A,84.84
SECURITY_A,85
SECURITY_A,85.15
SECURITY_A,85.12
SECURITY_A,85.17
SECURITY_A,85.03
SECURITY_A,84.97
SECURITY_A,85.09
SECURITY_A,85.07
SECURITY_A,85.15
SECURITY_A,85.16
SECURITY_A,85
SECURITY_A,85.05
SECURITY_A,85.07
SECURITY_A,85.12
SECURITY_A,85.17
SECURITY_A,85.24
SECURITY_A,85.27
SECURITY_A,85.26
SECURITY_A,85.27
SECURITY_A,85.34
SECURITY_A,85.28
SECURITY_A,85.28
SECURITY_A,85.42
SECURITY_A,85.53
SECURITY_A,85.49
SECURITY_A,85.53
SECURITY_A,85.71
SECURITY_A,85.77
SECURITY_A,85.66
SECURITY_A,85.58
SECURITY_A,85.52
SECURITY_A,85.53
SECURITY_A,85.72
SECURITY_A,85.77
SECURITY_A,85.74
SECURITY_A,85.88
SECURITY_A,85.9
SECURITY_A,85.73
SECURITY_A,85.74
SECURITY_A,85.82
SECURITY_A,85.8
SECURITY_A,85.77
SECURITY_A,85.67
SECURITY_A,85.74
SECURITY_A,85.56
SECURITY_A,85.57
SECURITY_A,85.58
SECURITY_A,85.47
SECURITY_A,85.6
SECURITY_A,85.59
SECURITY_A,85.78
SECURITY_A,85.66
SECURITY_A,85.63
SECURITY_A,85.56
SECURITY_A,85.73
SECURITY_A,85.7
SECURITY_A,85.7
SECURITY_A,85.86
SECURITY_A,85.9
SECURITY_A,85.96
SECURITY_A,85.96
SECURITY_A,85.91
SECURITY_A,85.77
SECURITY_A,85.56
SECURITY_A,85.53
SECURITY_A,85.39
SECURITY_A,85.37
SECURITY_A,85.43
SECURITY_A,85.35
SECURITY_A,85.44
SECURITY_A,85.49
SECURITY_A,85.49
SECURITY_A,85.52
SECURITY_A,85.62
SECURITY_A,85.74
SECURITY_A,85.79
SECURITY_A,85.89
SECURITY_A,85.87
SECURITY_A,85.95
SECURITY_A,86.06
SECURITY_A,86.18
SECURITY_A,86.28
SECURITY_A,86.57
SECURITY_A,86.64
SECURITY_A,86.49
SECURITY_A,86.56
SECURITY_A,86.53
SECURITY_A,86.32
SECURITY_A,86.35
SECURITY_A,86.37
SECURITY_A,86.35
SECURITY_A,86.09
SECURITY_A,86.14
SECURITY_A,86.27
SECURITY_A,86.36
SECURITY_A,86.42
SECURITY_A,86.69
SECURITY_A,86.61
SECURITY_A,86.59
SECURITY_A,86.48
SECURITY_A,86.46
SECURITY_A,86.54
SECURITY_A,86.5
SECURITY_A,86.53
SECURITY_A,86.51
SECURITY_A,86.61
SECURITY_A,86.59
SECURITY_A,86.62
SECURITY_A,86.5
SECURITY_A,86.48
SECURITY_A,86.36
SECURITY_A,86.38
SECURITY_A,86.36
SECURITY_A,86.28
SECURITY_A,86.36
SECURITY_A,86.43
SECURITY_A,86.29
SECURITY_A,86.24
SECURITY_A,86.4
SECURITY_A,86.45
SECURITY_A,86.5
SECURITY_A,86.6
SECURITY_A,86.5
SECURITY_A,86.45
SECURITY_A,86.42
SECURITY_A,86.51
SECURITY_A,86.31
SECURITY_A,86.43
SECURITY_A,86.4
SECURITY_A,86.42
SECURITY_A,86.43
SECURITY_A,86.3
SECURITY_A,86.32
SECURITY_A,86.27
SECURITY_A,86.2
SECURITY_A,86.24
SECURITY_A,86.22
SECURITY_A,86.22
SECURITY_A,86.09
SECURITY_A,86.11
SECURITY_A,86.04
SECURITY_A,86.21
SECURITY_A,86.51
SECURITY_A,86.23
SECURITY_A,86.37
SECURITY_A,86.45
SECURITY_A,86.3
SECURITY_A,86.33
SECURITY_A,86.32
SECURITY_A,86.16
SECURITY_A,86.17
SECURITY_A,86.2
SECURITY_A,86.1
SECURITY_A,85.91
SECURITY_A,86
SECURITY_A,85.94
SECURITY_A,85.85
SECURITY_A,85.89
SECURITY_A,86.04
SECURITY_A,86.03
SECURITY_A,85.97
SECURITY_A,85.96
SECURITY_A,85.97
SECURITY_A,85.93
SECURITY_A,86.05
SECURITY_A,86.07
SECURITY_A,86.05
SECURITY_A,85.97
SECURITY_A,86.05
SECURITY_A,86.02
SECURITY_A,85.99
SECURITY_A,85.92
SECURITY_A,85.71
SECURITY_A,85.65
SECURITY_A,85.59
SECURITY_A,85.36
SECURITY_A,85.44
SECURITY_A,85.47
SECURITY_A,85.45
SECURITY_A,85.4
SECURITY_A,85.59
SECURITY_A,85.55
SECURITY_A,85.55
SECURITY_A,85.52
SECURITY_A,85.48
SECURITY_A,85.56
SECURITY_A,85.63
SECURITY_A,85.47
SECURITY_A,85.49
SECURITY_A,85.43
SECURITY_A,85.56
SECURITY_A,85.56
SECURITY_A,85.55
SECURITY_A,85.61
SECURITY_A,85.51
SECURITY_A,85.45
SECURITY_A,85.53
SECURITY_A,85.58
SECURITY_A,85.59
SECURITY_A,85.55
SECURITY_A,85.54
SECURITY_A,85.42
SECURITY_A,85.45
SECURITY_A,85.45
SECURITY_A,85.27
SECURITY_A,85.22
SECURITY_A,85.13
SECURITY_A,85.1
SECURITY_A,85.16
SECURITY_A,85.19
SECURITY_A,85.26
SECURITY_A,85.14
SECURITY_A,85.12
SECURITY_A,85.01
SECURITY_A,84.88
SECURITY_A,84.8
SECURITY_A,84.47
SECURITY_A,84.42
SECURITY_A,84.45
SECURITY_A,84.4
SECURITY_A,84.58
SECURITY_A,84.53
SECURITY_A,84.58
SECURITY_A,84.58
SECURITY_A,84.72
SECURITY_A,84.62
SECURITY_A,84.61
SECURITY_A,84.59
SECURITY_A,84.72
SECURITY_A,84.85
SECURITY_A,84.89
SECURITY_A,84.92
SECURITY_A,84.89
SECURITY_A,84.68
SECURITY_A,84.62
SECURITY_A,84.69
SECURITY_A,84.51
SECURITY_A,84.59
SECURITY_A,84.45
SECURITY_A,84.32
SECURITY_A,84.21
SECURITY_A,84.2
SECURITY_A,84.08
SECURITY_A,84.14
SECURITY_A,84.17
SECURITY_A,84.1
SECURITY_A,83.92
SECURITY_A,84.03
SECURITY_A,84.19
SECURITY_A,84.04
SECURITY_A,84.18
SECURITY_A,84.32
SECURITY_A,84.28
SECURITY_A,84.53
SECURITY_A,84.7
SECURITY_A,84.69
SECURITY_A,84.67
SECURITY_A,84.66
SECURITY_A,84.6
SECURITY_A,84.54
SECURITY_A,84.5
SECURITY_A,84.58
SECURITY_A,84.54
SECURITY_A,84.33
SECURITY_A,84.31
SECURITY_A,84.2
SECURITY_A,84.01
SECURITY_A,84.05
SECURITY_A,84.04
SECURITY_A,84.22
SECURITY_A,84.14
SECURITY_A,84.13
SECURITY_A,84.06
SECURITY_A,84.04
SECURITY_A,83.83
SECURITY_A,83.88
SECURITY_A,84
SECURITY_A,83.99
SECURITY_A,83.92
SECURITY_A,83.94
SECURITY_A,84.07
SECURITY_A,84.04
SECURITY_A,83.97
SECURITY_A,83.96
SECURITY_A,84.04
SECURITY_A,84.09
SECURITY_A,83.98
SECURITY_A,83.93
SECURITY_A,84.1
SECURITY_A,84.33
SECURITY_A,84.41
SECURITY_A,84.52
SECURITY_A,84.61
SECURITY_A,84.63
SECURITY_A,84.65
SECURITY_A,84.78
SECURITY_A,84.69
SECURITY_A,84.5
SECURITY_A,84.49
SECURITY_A,84.48
SECURITY_A,84.48
SECURITY_A,84.6
SECURITY_A,84.52
SECURITY_A,84.55
SECURITY_A,84.46
SECURITY_A,84.41
SECURITY_A,84.37
SECURITY_A,84.38
SECURITY_A,84.33
SECURITY_A,84.4
SECURITY_A,84.35
SECURITY_A,84.18
SECURITY_A,84.18
SECURITY_A,83.98
SECURITY_A,84.1
SECURITY_A,84.23
SECURITY_A,84.15
SECURITY_A,84.03
SECURITY_A,83.91
SECURITY_A,84.02
SECURITY_A,84.12
SECURITY_A,84.1
SECURITY_A,84.09
SECURITY_A,84.27
SECURITY_A,84.28
SECURITY_A,84.17
SECURITY_A,84.36
SECURITY_A,84.26
SECURITY_A,84.45
SECURITY_A,84.51
SECURITY_A,84.46
SECURITY_A,84.71
SECURITY_A,84.63
SECURITY_A,84.58
SECURITY_A,84.53
SECURITY_A,84.55
SECURITY_A,84.81
SECURITY_A,84.85
SECURITY_A,85.03
SECURITY_A,84.99
SECURITY_A,84.8
SECURITY_A,84.72
SECURITY_A,84.88
SECURITY_A,84.84
SECURITY_A,84.89
SECURITY_A,84.87
SECURITY_A,84.8
SECURITY_A,84.92
SECURITY_A,85.08
SECURITY_A,84.96
SECURITY_A,85.05
SECURITY_A,85.01
SECURITY_A,85.17
SECURITY_A,85.25
SECURITY_A,85.39
SECURITY_A,85.12
SECURITY_A,85.19
SECURITY_A,85.16
SECURITY_A,84.99
SECURITY_A,85.01
SECURITY_A,85.16
SECURITY_A,85.17
SECURITY_A,85.08
SECURITY_A,85.14
SECURITY_A,85.02
SECURITY_A,84.95
SECURITY_A,84.84
SECURITY_A,84.74
SECURITY_A,84.88
SECURITY_A,84.82
SECURITY_A,84.82
SECURITY_A,84.75
SECURITY_A,84.75
SECURITY_A,84.65
SECURITY_A,84.69
SECURITY_A,84.63
SECURITY_A,84.74
SECURITY_A,84.65
SECURITY_A,84.51
SECURITY_A,84.61
SECURITY_A,84.5
SECURITY_A,84.67
SECURITY_A,84.66
SECURITY_A,84.51
SECURITY_A,84.66
SECURITY_A,84.55
SECURITY_A,84.56
SECURITY_A,84.44
SECURITY_A,84.38
SECURITY_A,84.27
SECURITY_A,84.2
SECURITY_A,84.15
SECURITY_A,84.3
SECURITY_A,84.3
SECURITY_A,84.23
SECURITY_A,84.29
SECURITY_A,84.55
SECURITY_A,84.69
SECURITY_A,84.78
SECURITY_A,84.81
SECURITY_A,84.72
SECURITY_A,84.69
SECURITY_A,84.65
SECURITY_A,84.52
SECURITY_A,84.43
SECURITY_A,84.45
SECURITY_A,84.47
SECURITY_A,84.73
SECURITY_A,84.83
SECURITY_A,84.73
SECURITY_A,84.57
SECURITY_A,84.83
SECURITY_A,84.61
SECURITY_A,84.78
SECURITY_A,84.69
SECURITY_A,84.84
SECURITY_A,84.71
SECURITY_A,84.55
SECURITY_A,84.31
SECURITY_A,84.49
SECURITY_A,84.49
SECURITY_A,84.37
SECURITY_A,84.21
SECURITY_A,84.07
SECURITY_A,84.21
SECURITY_A,84.3
SECURITY_A,84.3
SECURITY_A,84.35
SECURITY_A,84.28
SECURITY_A,84.17
SECURITY_A,84.14
SECURITY_A,84.17
SECURITY_A,84.12
SECURITY_A,84.16
SECURITY_A,84.17
SECURITY_A,84.3
SECURITY_A,84.37
SECURITY_A,84.38
SECURITY_A,84.58
SECURITY_A,84.64
SECURITY_A,84.66
SECURITY_A,84.59
SECURITY_A,84.57
SECURITY_A,84.43
SECURITY_A,84.32
SECURITY_A,84.45
SECURITY_A,84.4
SECURITY_A,84.45
SECURITY_A,84.48
SECURITY_A,84.48
SECURITY_A,84.5
SECURITY_A,84.32
SECURITY_A,84.32
SECURITY_A,84.24
SECURITY_A,84.13
SECURITY_A,83.95
SECURITY_A,83.95
SECURITY_A,84.01
SECURITY_A,84.03
SECURITY_A,84.01
SECURITY_A,83.69
SECURITY_A,83.55
SECURITY_A,83.26
SECURITY_A,83.35
SECURITY_A,83.36
SECURITY_A,83.3
SECURITY_A,83.33
SECURITY_A,83.32
SECURITY_A,83.15
SECURITY_A,83.08
SECURITY_A,83.16
SECURITY_A,83.33
SECURITY_A,83.43
SECURITY_A,83.43
SECURITY_A,83.45
SECURITY_A,83.57
SECURITY_A,83.53
SECURITY_A,83.59
SECURITY_A,83.55
SECURITY_A,83.33
SECURITY_A,83.33
SECURITY_A,83.3
SECURITY_A,83.3
SECURITY_A,83.33
SECURITY_A,83.27
SECURITY_A,83.48
SECURITY_A,83.52
SECURITY_A,83.53
SECURITY_A,83.49
SECURITY_A,83.59
SECURITY_A,83.35
SECURITY_A,83.33
SECURITY_A,83.38
SECURITY_A,83.34
SECURITY_A,83.27
SECURITY_A,83.34
SECURITY_A,83.37
SECURITY_A,83.31
SECURITY_A,83.29
SECURITY_A,83.27
SECURITY_A,83.17
SECURITY_A,83.25
SECURITY_A,83.38
SECURITY_A,83.15
SECURITY_A,83.25
SECURITY_A,83.36
SECURITY_A,83.44
SECURITY_A,83.49
SECURITY_A,83.49
SECURITY_A,83.49
SECURITY_A,83.34
SECURITY_A,83.27
SECURITY_A,83.29
SECURITY_A,83.49
SECURITY_A,83.54
SECURITY_A,83.55
SECURITY_A,83.62
SECURITY_A,83.79
SECURITY_A,83.76
SECURITY_A,83.7
SECURITY_A,83.58
SECURITY_A,83.47
SECURITY_A,83.56
SECURITY_A,83.6
SECURITY_A,83.6
SECURITY_A,83.5
SECURITY_A,83.75
SECURITY_A,83.72
SECURITY_A,83.68
SECURITY_A,83.86
SECURITY_A,83.92
SECURITY_A,83.98
SECURITY_A,84.01
SECURITY_A,83.98
SECURITY_A,84.05
SECURITY_A,83.94
SECURITY_A,83.79
SECURITY_A,83.65
SECURITY_A,83.79
SECURITY_A,83.65
SECURITY_A,83.75
SECURITY_A,83.66
SECURITY_A,83.72
SECURITY_A,83.75
SECURITY_A,83.7
SECURITY_A,83.6
SECURITY_A,83.63
SECURITY_A,83.41
SECURITY_A,83.35
SECURITY_A,83.43
SECURITY_A,83.4
SECURITY_A,83.36
SECURITY_A,83.33
SECURITY_A,83.41
SECURITY_A,83.61
SECURITY_A,83.55
SECURITY_A,83.53
SECURITY_A,83.38
SECURITY_A,83.4
SECURITY_A,83.49
SECURITY_A,83.32
SECURITY_A,83.39
SECURITY_A,83.31
SECURITY_A,83.3
SECURITY_A,83.32
SECURITY_A,83.37
SECURITY_A,83.35
SECURITY_A,83.49
SECURITY_A,83.55
SECURITY_A,83.54
SECURITY_A,83.6
SECURITY_A,83.47
SECURITY_A,83.52
SECURITY_A,83.39
SECURITY_A,83.43
SECURITY_A,83.61
SECURITY_A,83.58
SECURITY_A,83.61
SECURITY_A,83.54
SECURITY_A,83.37
SECURITY_A,83.31
SECURITY_A,83.31
SECURITY_A,83.33
SECURITY_A,83.47
SECURITY_A,83.51
SECURITY_A,83.57
SECURITY_A,83.42
SECURITY_A,83.56
SECURITY_A,83.72
SECURITY_A,83.91
SECURITY_A,83.96
SECURITY_A,83.99
SECURITY_A,83.83
SECURITY_A,83.96
SECURITY_A,83.93
SECURITY_A,83.78
SECURITY_A,83.65
SECURITY_A,83.55
SECURITY_A,83.45
SECURITY_A,83.3
SECURITY_A,83.35
SECURITY_A,83.26
SECURITY_A,83.24
SECURITY_A,83.17
SECURITY_A,83.16
SECURITY_A,83.38
SECURITY_A,83.18
SECURITY_A,83.23
SECURITY_A,83.29
SECURITY_A,83.17
SECURITY_A,83.03
SECURITY_A,83.11
SECURITY_A,83.21
SECURITY_A,83.21
SECURITY_A,83.39
SECURITY_A,83.24
SECURITY_A,83.42
SECURITY_A,83.4
SECURITY_A,83.28
SECURITY_A,83.15
SECURITY_A,83.11
SECURITY_A,83.23
SECURITY_A,83.25
SECURITY_A,83.31
SECURITY_A,83.42
SECURITY_A,83.5
SECURITY_A,83.52
SECURITY_A,83.62
SECURITY_A,83.67
SECURITY_A,83.59
SECURITY_A,83.61
SECURITY_A,83.79
SECURITY_A,83.64
SECURITY_A,83.67
SECURITY_A,83.71
SECURITY_A,83.79
SECURITY_A,83.85
SECURITY_A,83.77
SECURITY_A,83.66
SECURITY_A,83.68
SECURITY_A,83.56
SECURITY_A,83.51
SECURITY_A,83.49
SECURITY_A,83.43
SECURITY_A,83.31
SECURITY_A,83.35
SECURITY_A,83.09
SECURITY_A,83.01
SECURITY_A,82.95
SECURITY_A,82.93
SECURITY_A,82.84
SECURITY_A,82.79
SECURITY_A,82.77
SECURITY_A,82.82
SECURITY_A,82.88
SECURITY_A,82.84
SECURITY_A,82.9
SECURITY_A,82.88
SECURITY_A,82.86
SECURITY_A,82.99
SECURITY_A,83.12
SECURITY_A,83.08
SECURITY_A,83.06
SECURITY_A,82.96
SECURITY_A,82.84
SECURITY_A,82.75
SECURITY_A,82.87
SECURITY_A,82.94
SECURITY_A,83.05
SECURITY_A,83.14
SECURITY_A,83.12
SECURITY_A,83.19
SECURITY_A,83.26
SECURITY_A,83.35
SECURITY_A,83.21
SECURITY_A,83.33
SECURITY_A,83.46
SECURITY_A,83.39
SECURITY_A,83.33
SECURITY_A,83.35
SECURITY_A,83.25
SECURITY_A,83.37
SECURITY_A,83.26
SECURITY_A,83.3
SECURITY_A,83.21
SECURITY_A,83.09
SECURITY_A,82.99
SECURITY_A,83.09
SECURITY_A,83.02
SECURITY_A,82.97
SECURITY_A,83.02
SECURITY_A,82.9
SECURITY_A,82.94
SECURITY_A,82.84
SECURITY_A,82.88
SECURITY_A,82.89
SECURITY_A,83.14
SECURITY_A,83.13
SECURITY_A,83.15
SECURITY_A,82.96
SECURITY_A,82.95
SECURITY_A,82.87
SECURITY_A,82.86
SECURITY_A,82.71
SECURITY_A,82.68
SECURITY_A,82.68
SECURITY_A,82.75
SECURITY_A,82.9
SECURITY_A,82.95
SECURITY_A,82.69
SECURITY_A,82.69
SECURITY_A,82.7
SECURITY_A,82.81
SECURITY_A,82.9
SECURITY_A,82.84
SECURITY_A,82.84
SECURITY_A,82.83
SECURITY_A,83
SECURITY_A,83.03
SECURITY_A,82.97
SECURITY_A,82.93
SECURITY_A,82.92
SECURITY_A,82.94
SECURITY_A,82.9
SECURITY_A,83.03
SECURITY_A,82.98
SECURITY_A,82.89
SECURITY_A,82.82
SECURITY_A,82.84
SECURITY_A,82.88
SECURITY_A,82.84
SECURITY_A,82.8
SECURITY_A,82.83
SECURITY_A,82.71
SECURITY_A,82.52
SECURITY_A,82.41
SECURITY_A,82.28
SECURITY_A,82.09
SECURITY_A,82.22
SECURITY_A,82.24
SECURITY_A,82.25
SECURITY_A,82.32
SECURITY_A,82.28
SECURITY_A,82.39
SECURITY_A,82.46
SECURITY_A,82.54
SECURITY_A,82.46
SECURITY_A,82.35
SECURITY_A,82.31
SECURITY_A,82.42
SECURITY_A,82.29
SECURITY_A,82.21
SECURITY_A,82.23
SECURITY_A,82.21
SECURITY_A,82.3
SECURITY_A,82.26
SECURITY_A,82.1
SECURITY_A,82.18
SECURITY_A,82.29
SECURITY_A,82.33
SECURITY_A,82.31
SECURITY_A,82.27
SECURITY_A,82.07
SECURITY_A,82.12
SECURITY_A,82.25
SECURITY_A,82.2
SECURITY_A,82.19
SECURITY_A,82.18
SECURITY_A,82.26
SECURITY_A,82.33
SECURITY_A,82.39
SECURITY_A,82.35
SECURITY_A,82.24
SECURITY_A,82.26
SECURITY_A,82.29
SECURITY_A,82.33
SECURITY_A,82.33
SECURITY_A,82.42
SECURITY_A,82.39
SECURITY_A,82.43
SECURITY_A,82.51
SECURITY_A,82.59
SECURITY_A,82.58
SECURITY_A,82.63
SECURITY_A,82.62
SECURITY_A,82.79
SECURITY_A,82.74
SECURITY_A,82.79
SECURITY_A,82.78
SECURITY_A,82.82
SECURITY_A,82.79
SECURITY_A,82.82
SECURITY_A,82.69
SECURITY_A,82.74
SECURITY_A,82.77
SECURITY_A,82.7
SECURITY_A,82.75
SECURITY_A,82.74
SECURITY_A,82.73
SECURITY_A,82.82
SECURITY_A,82.72
SECURITY_A,82.72
SECURITY_A,82.75
SECURITY_A,82.77
SECURITY_A,82.8
SECURITY_A,82.72
