Security,Price
SECURITY_B,75.71
SECURITY_B,75.73
SECURITY_B,75.83
SECURITY_B,75.78
SECURITY_B,75.84
SECURITY_B,75.86
SECURITY_B,75.88
SECURITY_B,75.9
SECURITY_B,75.91
SECURITY_B,75.78
SECURITY_B,75.99
SECURITY_B,76.07
SECURITY_B,75.93
SECURITY_B,75.8
SECURITY_B,75.69
SECURITY_B,75.79
SECURITY_B,75.63
SECURITY_B,75.59
SECURITY_B,75.44
SECURITY_B,75.48
SECURITY_B,75.53
SECURITY_B,75.59
SECURITY_B,75.7
SECURITY_B,75.76
SECURITY_B,75.79
SECURITY_B,75.82
SECURITY_B,75.89
SECURITY_B,75.69
SECURITY_B,75.62
SECURITY_B,75.67
SECURITY_B,75.51
SECURITY_B,75.54
SECURITY_B,75.48
SECURITY_B,75.57
SECURITY_B,75.52
SECURITY_B,75.55
SECURITY_B,75.71
SECURITY_B,75.67
SECURITY_B,75.7
SECURITY_B,75.69
SECURITY_B,75.61
SECURITY_B,75.62
SECURITY_B,75.49
SECURITY_B,75.54
SECURITY_B,75.37
SECURITY_B,75.37
SECURITY_B,75.51
SECURITY_B,75.35
SECURITY_B,75.34
SECURITY_B,75.32
SECURITY_B,75.37
SECURITY_B,75.52
SECURITY_B,75.54
SECURITY_B,75.55
SECURITY_B,75.58
SECURITY_B,75.49
SECURITY_B,75.53
SECURITY_B,75.43
SECURITY_B,75.39
SECURITY_B,75.25
SECURITY_B,75.31
SECURITY_B,75.35
SECURITY_B,75.37
SECURITY_B,75.19
SECURITY_B,75.26
SECURITY_B,75.12
SECURITY_B,75.01
SECURITY_B,75.01
SECURITY_B,74.95
SECURITY_B,74.85
SECURITY_B,74.78
SECURITY_B,74.65
SECURITY_B,74.57
SECURITY_B,74.65
SECURITY_B,74.65
SECURITY_B,74.63
SECURITY_B,74.64
SECURITY_B,74.71
SECURITY_B,74.73
SECURITY_B,74.77
SECURITY_B,74.68
SECURITY_B,74.58
SECURITY_B,74.63
SECURITY_B,74.58
SECURITY_B,74.5
SECURITY_B,74.52
SECURITY_B,74.66
SECURITY_B,74.66
SECURITY_B,74.62
SECURITY_B,74.54
SECURITY_B,74.68
SECURITY_B,74.77
SECURITY_B,74.76
SECURITY_B,74.74
SECURITY_B,74.7
SECURITY_B,74.62
SECURITY_B,74.62
SECURITY_B,74.7
SECURITY_B,74.69
SECURITY_B,74.64
SECURITY_B,74.55
SECURITY_B,74.49
SECURITY_B,74.54
SECURITY_B,74.35
SECURITY_B,74.19
SECURITY_B,74.12
SECURITY_B,73.97
SECURITY_B,73.89
SECURITY_B,73.92
SECURITY_B,73.83
SECURITY_B,73.69
SECURITY_B,73.62
SECURITY_B,73.61
SECURITY_B,73.69
SECURITY_B,73.53
SECURITY_B,73.53
SECURITY_B,73.61
SECURITY_B,73.6
SECURITY_B,73.48
SECURITY_B,73.6
SECURITY_B,73.47
SECURITY_B,73.44
SECURITY_B,73.48
SECURITY_B,73.44
SECURITY_B,73.48
SECURITY_B,73.57
SECURITY_B,73.53
SECURITY_B,73.56
SECURITY_B,73.39
SECURITY_B,73.45
SECURITY_B,73.51
SECURITY_B,73.61
SECURITY_B,73.45
SECURITY_B,73.56
SECURITY_B,73.6
SECURITY_B,73.73
SECURITY_B,73.53
SECURITY_B,73.55
SECURITY_B,73.63
SECURITY_B,73.59
SECURITY_B,73.53
SECURITY_B,73.64
SECURITY_B,73.95
SECURITY_B,74.01
SECURITY_B,74.04
SECURITY_B,74.01
SECURITY_B,73.99
SECURITY_B,73.95
SECURITY_B,73.92
SECURITY_B,73.9
SECURITY_B,73.87
SECURITY_B,73.95
SECURITY_B,74.01
SECURITY_B,73.94
SECURITY_B,73.85
SECURITY_B,73.8
SECURITY_B,73.82
SECURITY_B,73.87
SECURITY_B,73.8
SECURITY_B,73.79
SECURITY_B,73.86
SECURITY_B,73.81
SECURITY_B,73.84
SECURITY_B,73.73
SECURITY_B,73.83
SECURITY_B,73.8
SECURITY_B,73.68
SECURITY_B,73.81
SECURITY_B,73.8
SECURITY_B,73.85
SECURITY_B,73.75
